movieId,genres,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1840,['Drama'],He Got Game (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1841,"['Drama', 'Thriller']","Gingerbread Man, The (1998)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1844,"['Drama', 'Romance']",Live Flesh (Carne trémula) (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1845,"['Comedy', 'Mystery', 'Thriller']",Zero Effect (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1848,"['Adventure', 'Children', 'Comedy', 'Fantasy']","Borrowers, The (1997)",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1855,['Comedy'],Krippendorf's Tribe (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,['Documentary'],Kurt & Courtney (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1857,['Comedy'],"Real Blonde, The (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,"['Action', 'Comedy']",Mr. Nice Guy (Yat goh ho yan) (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,['Drama'],Taste of Cherry (Ta'm e guilass) (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1860,['Drama'],Character (Karakter) (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1862,"['Horror', 'Sci-Fi']",Species II (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1863,['Comedy'],Major League: Back to the Minors (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,"['Action', 'Comedy', 'Crime']","Big Hit, The (1998)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,"['Action', 'Adventure']",Tarzan and the Lost City (1998),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,"['Comedy', 'Drama']","Dancer, Texas Pop. 81 (1998)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1873,"['Crime', 'Drama', 'Romance', 'War']","Misérables, Les (1998)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1875,['Comedy'],Clockwatchers (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,"['Drama', 'Sci-Fi', 'Thriller']",Deep Impact (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1881,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",Quest for Camelot (1998),0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1882,"['Action', 'Sci-Fi', 'Thriller']",Godzilla (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1883,"['Comedy', 'Drama', 'Romance']",Bulworth (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1884,"['Adventure', 'Comedy', 'Drama']",Fear and Loathing in Las Vegas (1998),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1885,"['Comedy', 'Drama', 'Romance']","Opposite of Sex, The (1998)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1887,"['Adventure', 'Comedy', 'Western']",Almost Heroes (1998),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1888,"['Comedy', 'Drama', 'Romance']",Hope Floats (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1889,"['Drama', 'Mystery', 'Thriller']",Insomnia (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1891,"['Horror', 'Thriller']","Ugly, The (1997)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1892,['Thriller'],"Perfect Murder, A (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1893,['Drama'],Beyond Silence (Jenseits der Stille) (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1894,"['Adventure', 'Comedy', 'Romance']",Six Days Seven Nights (1998),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1895,"['Comedy', 'Drama', 'Romance']",Can't Hardly Wait (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1897,"['Drama', 'Romance']",High Art (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1900,"['Comedy', 'Drama']","Children of Heaven, The (Bacheha-Ye Aseman) (1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1902,"['Drama', 'Romance']",Dream for an Insomniac (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1904,"['Comedy', 'Drama']",Henry Fool (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1906,"['Comedy', 'Romance']",Mr. Jealousy (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1907,"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Musical', 'Romance']",Mulan (1998),0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1909,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']","X-Files: Fight the Future, The (1998)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
1910,"['Comedy', 'Crime', 'Drama']",I Went Down (1997),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1911,['Comedy'],Dr. Dolittle (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",Out of Sight (1998),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1913,"['Drama', 'Mystery']",Picnic at Hanging Rock (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1914,"['Comedy', 'Drama']",Smoke Signals (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1916,"['Drama', 'Romance']",Buffalo '66 (a.k.a. Buffalo 66) (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1917,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",Armageddon (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1918,"['Action', 'Comedy', 'Crime', 'Thriller']",Lethal Weapon 4 (1998),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1919,"['Children', 'Comedy']",Madeline (1998),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,"['Animation', 'Children', 'Fantasy', 'War']",Small Soldiers (1998),0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1921,"['Drama', 'Sci-Fi', 'Thriller']",Pi (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1922,['Drama'],Whatever (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1923,"['Comedy', 'Romance']",There's Something About Mary (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1924,"['Horror', 'Sci-Fi']",Plan 9 from Outer Space (1959),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1926,['Musical'],"Broadway Melody, The (1929)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1927,"['Action', 'Drama', 'War']",All Quiet on the Western Front (1930),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1928,"['Drama', 'Western']",Cimarron (1931),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1929,"['Drama', 'Romance']",Grand Hotel (1932),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1931,"['Adventure', 'Drama']",Mutiny on the Bounty (1935),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1932,"['Drama', 'Musical']","Great Ziegfeld, The (1936)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1933,['Drama'],"Life of Emile Zola, The (1937)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1934,"['Comedy', 'Romance']",You Can't Take It with You (1938),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1936,"['Drama', 'War']",Mrs. Miniver (1942),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1937,"['Comedy', 'Drama', 'Musical']",Going My Way (1944),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1938,['Drama'],"Lost Weekend, The (1945)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1939,"['Drama', 'War']","Best Years of Our Lives, The (1946)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1940,['Drama'],Gentleman's Agreement (1947),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1941,['Drama'],Hamlet (1948),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1942,['Drama'],All the King's Men (1949),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1944,"['Drama', 'Romance', 'War']",From Here to Eternity (1953),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1945,"['Crime', 'Drama']",On the Waterfront (1954),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1946,"['Drama', 'Romance']",Marty (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1947,"['Drama', 'Musical', 'Romance']",West Side Story (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1948,"['Adventure', 'Comedy', 'Romance']",Tom Jones (1963),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1949,['Drama'],"Man for All Seasons, A (1966)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1950,"['Drama', 'Mystery']",In the Heat of the Night (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1951,"['Drama', 'Musical']",Oliver! (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1952,['Drama'],Midnight Cowboy (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1953,"['Action', 'Crime', 'Thriller']","French Connection, The (1971)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1954,['Drama'],Rocky (1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1955,['Drama'],Kramer vs. Kramer (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1956,['Drama'],Ordinary People (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1957,['Drama'],Chariots of Fire (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1958,"['Comedy', 'Drama']",Terms of Endearment (1983),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1959,"['Drama', 'Romance']",Out of Africa (1985),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1960,['Drama'],"Last Emperor, The (1987)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1961,['Drama'],Rain Man (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1962,['Drama'],Driving Miss Daisy (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1963,"['Comedy', 'Crime']",Take the Money and Run (1969),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,"['Drama', 'Mystery']",Klute (1971),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1965,"['Comedy', 'Sci-Fi']",Repo Man (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1966,['Comedy'],Metropolitan (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,"['Adventure', 'Fantasy', 'Musical']",Labyrinth (1986),0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1968,"['Comedy', 'Drama']","Breakfast Club, The (1985)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1969,['Horror'],"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,"['Horror', 'Thriller']","Nightmare on Elm Street 3: Dream Warriors, A (1987)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1971,"['Horror', 'Thriller']","Nightmare on Elm Street 4: The Dream Master, A (1988)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1972,['Horror'],"Nightmare on Elm Street 5: The Dream Child, A (1989)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1973,['Horror'],"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1974,"['Horror', 'Mystery', 'Thriller']",Friday the 13th (1980),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1975,['Horror'],Friday the 13th Part 2 (1981),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1976,['Horror'],Friday the 13th Part 3: 3D (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,['Horror'],Friday the 13th Part IV: The Final Chapter (1984),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,['Horror'],Friday the 13th Part V: A New Beginning (1985),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1979,['Horror'],Friday the 13th Part VI: Jason Lives (1986),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1980,['Horror'],Friday the 13th Part VII: The New Blood (1988),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1981,['Horror'],Friday the 13th Part VIII: Jason Takes Manhattan (1989),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,['Horror'],Halloween (1978),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1983,['Horror'],Halloween II (1981),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1984,['Horror'],Halloween III: Season of the Witch (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1985,['Horror'],Halloween 4: The Return of Michael Myers (1988),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1986,['Horror'],Halloween 5: The Revenge of Michael Myers (1989),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987,['Horror'],Prom Night (1980),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990,['Horror'],Prom Night IV: Deliver Us From Evil (1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991,"['Horror', 'Thriller']",Child's Play (1988),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1992,"['Horror', 'Thriller']",Child's Play 2 (1990),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1993,"['Comedy', 'Horror', 'Thriller']",Child's Play 3 (1991),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1994,"['Horror', 'Thriller']",Poltergeist (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1995,"['Horror', 'Thriller']",Poltergeist II: The Other Side (1986),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1996,"['Horror', 'Thriller']",Poltergeist III (1988),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1997,"['Horror', 'Mystery']","Exorcist, The (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,['Horror'],Exorcist II: The Heretic (1977),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,['Horror'],"Exorcist III, The (1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,"['Action', 'Comedy', 'Crime', 'Drama']",Lethal Weapon (1987),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,"['Action', 'Comedy', 'Crime', 'Drama']",Lethal Weapon 2 (1989),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,"['Action', 'Comedy', 'Crime', 'Drama']",Lethal Weapon 3 (1992),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,"['Comedy', 'Horror']",Gremlins (1984),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,"['Comedy', 'Horror']",Gremlins 2: The New Batch (1990),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']","Goonies, The (1985)",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,"['Action', 'Comedy', 'Romance']","Mask of Zorro, The (1998)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,['Comedy'],Polish Wedding (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"['Crime', 'Drama', 'Film-Noir']","This World, Then the Fireworks (1997)",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2009,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Soylent Green (1973),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
2010,"['Drama', 'Sci-Fi']",Metropolis (1927),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011,"['Adventure', 'Comedy', 'Sci-Fi']",Back to the Future Part II (1989),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",Back to the Future Part III (1990),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,"['Action', 'Adventure', 'Drama']","Poseidon Adventure, The (1972)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,"['Children', 'Comedy', 'Fantasy']",Freaky Friday (1977),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"['Children', 'Comedy', 'Fantasy']","Absent-Minded Professor, The (1961)",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,"['Children', 'Comedy', 'Western']","Apple Dumpling Gang Rides Again, The (1979)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,"['Children', 'Fantasy', 'Musical']",Babes in Toyland (1961),0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2018,"['Animation', 'Children', 'Drama']",Bambi (1942),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,"['Action', 'Adventure', 'Drama']",Seven Samurai (Shichinin no samurai) (1954),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,"['Drama', 'Romance']",Dangerous Liaisons (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"['Adventure', 'Sci-Fi']",Dune (1984),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,['Drama'],"Last Temptation of Christ, The (1988)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,"['Crime', 'Drama', 'Mystery', 'Thriller']","Godfather: Part III, The (1990)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2024,"['Drama', 'Mystery']","Rapture, The (1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2025,"['Drama', 'Romance']",Lolita (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2026,"['Horror', 'Thriller']",Disturbing Behavior (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2027,"['Comedy', 'Crime']",Jane Austen's Mafia! (1998),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,"['Action', 'Drama', 'War']",Saving Private Ryan (1998),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2032,"['Children', 'Comedy']","Barefoot Executive, The (1971)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,"['Adventure', 'Animation', 'Children', 'Fantasy']","Black Cauldron, The (1985)",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2034,"['Children', 'Sci-Fi']","Black Hole, The (1979)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2035,"['Children', 'Comedy']",Blackbeard's Ghost (1968),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,"['Children', 'Comedy']",Blank Check (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,"['Adventure', 'Children', 'Comedy']",Candleshoe (1977),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,"['Children', 'Comedy', 'Sci-Fi']","Cat from Outer Space, The (1978)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2040,"['Children', 'Comedy']","Computer Wore Tennis Shoes, The (1969)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,"['Action', 'Adventure', 'Children', 'Comedy']",Condorman (1981),0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,"['Children', 'Comedy']",D2: The Mighty Ducks (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,"['Adventure', 'Children', 'Fantasy']",Darby O'Gill and the Little People (1959),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2044,"['Comedy', 'Fantasy']","Devil and Max Devlin, The (1981)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2046,"['Adventure', 'Children', 'Sci-Fi']",Flight of the Navigator (1986),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2048,"['Action', 'Animation', 'Children', 'Crime']","Great Mouse Detective, The (1986)",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,"['Adventure', 'Children', 'Comedy']",Herbie Goes Bananas (1980),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,"['Adventure', 'Children', 'Comedy']",Herbie Goes to Monte Carlo (1977),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,"['Children', 'Comedy', 'Fantasy', 'Horror']",Hocus Pocus (1993),0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2053,"['Children', 'Comedy', 'Sci-Fi']","Honey, I Blew Up the Kid (1992)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2054,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']","Honey, I Shrunk the Kids (1989)",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2055,"['Action', 'Comedy', 'Western']",Hot Lead and Cold Feet (1978),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2056,"['Adventure', 'Children']",In Search of the Castaways (1962),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,"['Adventure', 'Children']","Incredible Journey, The (1963)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","Negotiator, The (1998)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2059,"['Children', 'Comedy', 'Romance']","Parent Trap, The (1998)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2060,['Comedy'],BASEketball (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,['Documentary'],Roger & Me (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2065,"['Comedy', 'Drama', 'Fantasy', 'Romance']","Purple Rose of Cairo, The (1985)",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2066,['Film-Noir'],Out of the Past (1947),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2067,"['Drama', 'Romance', 'War']",Doctor Zhivago (1965),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2068,"['Drama', 'Fantasy', 'Mystery']",Fanny and Alexander (Fanny och Alexander) (1982),0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2069,['Drama'],"Trip to Bountiful, The (1985)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2070,"['Drama', 'Romance', 'Western']",Tender Mercies (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2071,['Drama'],And the Band Played On (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2072,['Comedy'],"'burbs, The (1989)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,['Comedy'],Fandango (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,"['Crime', 'Drama', 'Romance']","Night Porter, The (Portiere di notte, Il) (1974)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2075,"['Drama', 'War']",Mephisto (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2076,"['Drama', 'Mystery', 'Thriller']",Blue Velvet (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2077,"['Adventure', 'Children']","Journey of Natty Gann, The (1985)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,"['Animation', 'Children', 'Comedy', 'Musical']","Jungle Book, The (1967)",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2080,"['Animation', 'Children', 'Comedy', 'Romance']",Lady and the Tramp (1955),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
